table_id,year,row_code,row_type,column_code,column_type,value
59,2024,211,Commodity,487OS,Commodity,0.0216271
59,2024,211,Commodity,493,Commodity,0.0119943
59,2024,211,Commodity,4A0,Commodity,0.0036235
59,2024,211,Commodity,511,Commodity,0.0024238
59,2024,211,Commodity,512,Commodity,0.0021127
59,2024,211,Commodity,513,Commodity,0.0029076
59,2024,211,Commodity,514,Commodity,0.0031439
59,2024,211,Commodity,521CI,Commodity,0.0033314
59,2024,211,Commodity,523,Commodity,0.0056257
59,2024,211,Commodity,524,Commodity,0.0011728
59,2024,211,Commodity,525,Commodity,0.0052684
59,2024,211,Commodity,532RL,Commodity,0.0045591
59,2024,211,Commodity,5411,Commodity,0.001264
59,2024,211,Commodity,5412OP,Commodity,0.003697
59,2024,211,Commodity,5415,Commodity,0.0023825
59,2024,211,Commodity,55,Commodity,0.0027355
59,2024,211,Commodity,561,Commodity,0.0052605
59,2024,211,Commodity,562,Commodity,0.0132003
59,2024,211,Commodity,61,Commodity,0.0121803
59,2024,211,Commodity,621,Commodity,0.0054089
59,2024,211,Commodity,622,Commodity,0.008053
59,2024,211,Commodity,623,Commodity,0.0049194
59,2024,211,Commodity,624,Commodity,0.0045566
59,2024,211,Commodity,711AS,Commodity,0.0035857
59,2024,211,Commodity,713,Commodity,0.0160167
59,2024,211,Commodity,721,Commodity,0.0045259
59,2024,211,Commodity,722,Commodity,0.005657
59,2024,211,Commodity,81,Commodity,0.0043924
59,2024,211,Commodity,GFE,Commodity,0.0145097
59,2024,211,Commodity,GFGD,Commodity,0.0091053
59,2024,211,Commodity,GFGN,Commodity,0.0033238
59,2024,211,Commodity,GSLE,Commodity,0.0609498
59,2024,211,Commodity,GSLG,Commodity,0.0211074
59,2024,211,Commodity,HS,Commodity,0.000862
59,2024,211,Commodity,ORE,Commodity,0.0075638
59,2024,211,Commodity,Other,Commodity,0.0033238
59,2024,211,Commodity,Used,Commodity,0.0148682
59,2024,212,Commodity,111CA,Commodity,0.0055383
59,2024,212,Commodity,113FF,Commodity,0.000969
59,2024,212,Commodity,211,Commodity,0.0037632
59,2024,212,Commodity,212,Commodity,1.0928221
59,2024,212,Commodity,213,Commodity,0.0028332
59,2024,212,Commodity,22,Commodity,0.0115277
59,2024,212,Commodity,23,Commodity,0.0158024
59,2024,212,Commodity,311FT,Commodity,0.0046742
59,2024,212,Commodity,313TT,Commodity,0.004756
59,2024,212,Commodity,315AL,Commodity,0.0020067
59,2024,212,Commodity,321,Commodity,0.003348
59,2024,212,Commodity,322,Commodity,0.0102908
59,2024,212,Commodity,323,Commodity,0.0030458
59,2024,212,Commodity,324,Commodity,0.0062159
59,2024,212,Commodity,325,Commodity,0.0089554
59,2024,212,Commodity,326,Commodity,0.005852
59,2024,212,Commodity,327,Commodity,0.0886315
59,2024,212,Commodity,331,Commodity,0.0678008
59,2024,212,Commodity,332,Commodity,0.0194561
59,2024,212,Commodity,333,Commodity,0.0101923
59,2024,212,Commodity,334,Commodity,0.0019618
59,2024,212,Commodity,335,Commodity,0.0146818
59,2024,212,Commodity,3361MV,Commodity,0.0109348
59,2024,212,Commodity,3364OT,Commodity,0.0040542
59,2024,212,Commodity,337,Commodity,0.0068828
59,2024,212,Commodity,339,Commodity,0.0054468
59,2024,212,Commodity,42,Commodity,0.0009564
59,2024,212,Commodity,441,Commodity,0.0010662
59,2024,212,Commodity,445,Commodity,0.0014921
59,2024,212,Commodity,452,Commodity,0.0008263
59,2024,212,Commodity,481,Commodity,0.0016591
59,2024,212,Commodity,482,Commodity,0.003062
59,2024,212,Commodity,483,Commodity,0.0021487
59,2024,212,Commodity,484,Commodity,0.0014907
