cell_index,transaction,activity,product,counterpart_area,sector,accounting_entry,recipient_type,transaction_axis_role,activity_axis_role,product_axis_role,unit_measure,unit_mult,currency,decimals,obs_status,purchasers_present,purchasers_value_hundredths_million_usd,purchasers_obs_status,basic_present,basic_value_hundredths_million_usd,basic_obs_status,combined_margin_present,combined_margin_value_hundredths_million_usd,combined_margin_obs_status,net_product_tax_present,net_product_tax_value_hundredths_million_usd,net_product_tax_obs_status,gross_product_tax_present,gross_product_tax_value_hundredths_million_usd,gross_product_tax_obs_status,subsidy_magnitude_present,subsidy_magnitude_value_hundredths_million_usd,subsidy_magnitude_obs_status
9020,P2,R,CPA08_L,D,S1,D,industry_intermediate_use,leaf,aggregate,aggregate,XDC,6,USD,2,A,1,5392066,A,1,5394278,A,0,,,1,-2213,A,1,488,A,1,2700,A
9021,P2,R,CPA08_L68B,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,5392066,A,1,5394278,A,0,,,1,-2213,A,1,488,A,1,2700,A
9022,P2,R,CPA08_M,D,S1,D,industry_intermediate_use,leaf,aggregate,aggregate,XDC,6,USD,2,A,1,4201430,A,1,4154637,A,0,,,1,46793,A,1,46793,A,0,,
9023,P2,R,CPA08_M69,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,1309724,A,1,1276634,A,0,,,1,33090,A,1,33090,A,0,,
9024,P2,R,CPA08_M69_70,D,S1,D,industry_intermediate_use,leaf,aggregate,aggregate,XDC,6,USD,2,A,1,2588174,A,1,2551030,A,0,,,1,37144,A,1,37144,A,0,,
9025,P2,R,CPA08_M70,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,1278450,A,1,1274396,A,0,,,1,4054,A,1,4054,A,0,,
9026,P2,R,CPA08_M71,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,151402,A,1,150430,A,0,,,1,972,A,1,972,A,0,,
9027,P2,R,CPA08_M72,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,415,A,1,413,A,0,,,1,2,A,1,2,A,0,,
9028,P2,R,CPA08_M73,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,1190868,A,1,1183232,A,0,,,1,7636,A,1,7636,A,0,,
9029,P2,R,CPA08_M74,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,270571,A,1,269533,A,0,,,1,1039,A,1,1039,A,0,,
9030,P2,R,CPA08_M74_75,D,S1,D,industry_intermediate_use,leaf,aggregate,aggregate,XDC,6,USD,2,A,1,270571,A,1,269533,A,0,,,1,1039,A,1,1039,A,0,,
9031,P2,R,CPA08_N,D,S1,D,industry_intermediate_use,leaf,aggregate,aggregate,XDC,6,USD,2,A,1,1959596,A,1,1912349,A,0,,,1,47247,A,1,47247,A,0,,
9032,P2,R,CPA08_N77,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,842625,A,1,802664,A,0,,,1,39961,A,1,39961,A,0,,
9033,P2,R,CPA08_N78,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,364953,A,1,364148,A,0,,,1,805,A,1,805,A,0,,
9034,P2,R,CPA08_N79,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,184563,A,1,183864,A,0,,,1,699,A,1,699,A,0,,
9035,P2,R,CPA08_N80,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,40548,A,1,40010,A,0,,,1,538,A,1,538,A,0,,
9036,P2,R,CPA08_N80T82,D,S1,D,industry_intermediate_use,leaf,aggregate,aggregate,XDC,6,USD,2,A,1,567455,A,1,561673,A,0,,,1,5783,A,1,5783,A,0,,
9037,P2,R,CPA08_N81,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,240179,A,1,237102,A,0,,,1,3076,A,1,3076,A,0,,
9038,P2,R,CPA08_N82,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,286729,A,1,284561,A,0,,,1,2168,A,1,2168,A,0,,
9039,P2,R,CPA08_O,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,190,A,1,190,A,0,,,0,,,0,,,0,,
9040,P2,R,CPA08_P,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,709394,A,1,704202,A,0,,,1,5192,A,1,5192,A,0,,
9041,P2,R,CPA08_Q,D,S1,D,industry_intermediate_use,leaf,aggregate,aggregate,XDC,6,USD,2,A,1,21580,A,1,21544,A,0,,,1,36,A,1,36,A,0,,
9042,P2,R,CPA08_Q86,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,21580,A,1,21544,A,0,,,1,36,A,1,36,A,0,,
9043,P2,R,CPA08_R,D,S1,D,industry_intermediate_use,leaf,aggregate,aggregate,XDC,6,USD,2,A,1,4264742,A,1,4151290,A,0,,,1,113452,A,1,113452,A,0,,
9044,P2,R,CPA08_R90,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,1137620,A,1,1117507,A,0,,,1,20113,A,1,20113,A,0,,
9045,P2,R,CPA08_R90T92,D,S1,D,industry_intermediate_use,leaf,aggregate,aggregate,XDC,6,USD,2,A,1,1170257,A,1,1150144,A,0,,,1,20113,A,1,20113,A,0,,
9046,P2,R,CPA08_R92,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,32637,A,1,32637,A,0,,,0,,,0,,,0,,
9047,P2,R,CPA08_R93,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,3094485,A,1,3001146,A,0,,,1,93339,A,1,93339,A,0,,
9048,P2,R,CPA08_S,D,S1,D,industry_intermediate_use,leaf,aggregate,aggregate,XDC,6,USD,2,A,1,257328,A,1,245474,A,0,,,1,11854,A,1,11854,A,0,,
9049,P2,R,CPA08_S94,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,25470,A,1,25470,A,0,,,0,,,0,,,0,,
9050,P2,R,CPA08_S95,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,137941,A,1,131793,A,0,,,1,6148,A,1,6148,A,0,,
9051,P2,R,CPA08_S96,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,93918,A,1,88212,A,0,,,1,5706,A,1,5706,A,0,,
9052,P2,R,_T,D,S1,D,industry_intermediate_use,leaf,aggregate,published_total,XDC,6,USD,2,A,1,24405605,A,1,24005454,A,1,0,A,1,400151,A,1,403560,A,1,3409,A
9053,P2,R,_X,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,138903,A,1,113359,A,1,25328,A,1,217,A,1,217,A,0,,
9054,P2,R90,CPA08_B,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,55007,A,1,43770,A,1,8636,A,1,2601,A,1,2601,A,0,,
9055,P2,R90,CPA08_B06,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,2001,A,1,1709,A,1,159,A,1,133,A,1,133,A,0,,
9056,P2,R90,CPA08_B07,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,53006,A,1,42061,A,1,8476,A,1,2469,A,1,2469,A,0,,
9057,P2,R90,CPA08_C,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,290248,A,1,181442,A,1,93299,A,1,15507,A,1,15507,A,0,,
9058,P2,R90,CPA08_C10,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,35523,A,1,28110,A,1,6981,A,1,432,A,1,432,A,0,,
9059,P2,R90,CPA08_C10T12,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,36550,A,1,28745,A,1,7328,A,1,478,A,1,478,A,0,,
9060,P2,R90,CPA08_C11,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,1027,A,1,635,A,1,347,A,1,46,A,1,46,A,0,,
9061,P2,R90,CPA08_C13T15,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,777,A,1,539,A,1,229,A,1,9,A,1,9,A,0,,
9062,P2,R90,CPA08_C14,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,777,A,1,539,A,1,229,A,1,9,A,1,9,A,0,,
9063,P2,R90,CPA08_C16,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,1381,A,1,1122,A,1,238,A,1,21,A,1,21,A,0,,
9064,P2,R90,CPA08_C17,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,9972,A,1,7982,A,1,1920,A,1,70,A,1,70,A,0,,
9065,P2,R90,CPA08_C18,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,22577,A,1,18768,A,1,3716,A,1,93,A,1,93,A,0,,
9066,P2,R90,CPA08_C19,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,18899,A,1,13879,A,1,2327,A,1,2693,A,1,2693,A,0,,
9067,P2,R90,CPA08_C20,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,531,A,1,413,A,1,112,A,1,6,A,1,6,A,0,,
9068,P2,R90,CPA08_C22,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,5509,A,1,4153,A,1,1285,A,1,72,A,1,72,A,0,,
9069,P2,R90,CPA08_C23,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,1649,A,1,1186,A,1,419,A,1,43,A,1,43,A,0,,
9070,P2,R90,CPA08_C24,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,3479,A,1,2953,A,1,462,A,1,64,A,1,64,A,0,,
9071,P2,R90,CPA08_C25,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,7606,A,1,5973,A,1,1427,A,1,207,A,1,207,A,0,,
9072,P2,R90,CPA08_C26,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,3464,A,1,2616,A,1,793,A,1,55,A,1,55,A,0,,
9073,P2,R90,CPA08_C27,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,5734,A,1,3642,A,1,1779,A,1,313,A,1,313,A,0,,
9074,P2,R90,CPA08_C28,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,895,A,1,670,A,1,200,A,1,25,A,1,25,A,0,,
9075,P2,R90,CPA08_C29,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,5492,A,1,3973,A,1,1347,A,1,172,A,1,172,A,0,,
9076,P2,R90,CPA08_C31,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,122356,A,1,52183,A,1,59603,A,1,10569,A,1,10569,A,0,,
9077,P2,R90,CPA08_C31_32,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,146132,A,1,65573,A,1,69718,A,1,10841,A,1,10841,A,0,,
9078,P2,R90,CPA08_C32,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,23776,A,1,13389,A,1,10116,A,1,271,A,1,271,A,0,,
9079,P2,R90,CPA08_C33,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,19599,A,1,19256,A,0,,,1,344,A,1,344,A,0,,
9080,P2,R90,CPA08_D,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,98461,A,1,93713,A,0,,,1,4747,A,1,4747,A,0,,
9081,P2,R90,CPA08_E,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,35671,A,1,35313,A,0,,,1,358,A,1,358,A,0,,
9082,P2,R90,CPA08_E36,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,12167,A,1,12077,A,0,,,1,91,A,1,91,A,0,,
9083,P2,R90,CPA08_E37,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,12377,A,1,12347,A,0,,,1,30,A,1,30,A,0,,
9084,P2,R90,CPA08_E37T39,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,23504,A,1,23236,A,0,,,1,268,A,1,268,A,0,,
9085,P2,R90,CPA08_E38,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,11126,A,1,10889,A,0,,,1,237,A,1,237,A,0,,
9086,P2,R90,CPA08_F,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,22342,A,1,22254,A,0,,,1,88,A,1,88,A,0,,
9087,P2,R90,CPA08_F41,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,22342,A,1,22254,A,0,,,1,88,A,1,88,A,0,,
9088,P2,R90,CPA08_G,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,7293,A,1,84912,A,1,-77904,A,1,285,A,1,285,A,0,,
9089,P2,R90,CPA08_G45,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,7293,A,1,8301,A,1,-1293,A,1,285,A,1,285,A,0,,
9090,P2,R90,CPA08_G46,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,0,,,1,33341,A,1,-33341,A,0,,,0,,,0,,
9091,P2,R90,CPA08_G47,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,0,,,1,43270,A,1,-43270,A,0,,,0,,,0,,
9092,P2,R90,CPA08_H,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,475736,A,1,499768,A,1,-24969,A,1,937,A,1,999,A,1,62,A
9093,P2,R90,CPA08_H49,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,416350,A,1,440511,A,1,-24288,A,1,127,A,1,181,A,1,55,A
9094,P2,R90,CPA08_H50,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,0,A,1,461,A,1,-461,A,1,0,A,0,,,1,0,A
9095,P2,R90,CPA08_H51,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,8512,A,1,8009,A,1,-221,A,1,724,A,1,732,A,1,7,A
9096,P2,R90,CPA08_H52,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,23297,A,1,23256,A,0,,,1,41,A,1,41,A,0,,
9097,P2,R90,CPA08_H53,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,27577,A,1,27532,A,0,,,1,45,A,1,45,A,0,,
9098,P2,R90,CPA08_I,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,70403,A,1,66551,A,0,,,1,3852,A,1,3852,A,0,,
9099,P2,R90,CPA08_I55,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,15920,A,1,14087,A,0,,,1,1834,A,1,1834,A,0,,
9100,P2,R90,CPA08_I56,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,54483,A,1,52465,A,0,,,1,2018,A,1,2018,A,0,,
9101,P2,R90,CPA08_J,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,326273,A,1,316598,A,1,89,A,1,9586,A,1,9586,A,0,,
9102,P2,R90,CPA08_J58,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,4541,A,1,4436,A,1,89,A,1,16,A,1,16,A,0,,
9103,P2,R90,CPA08_J59,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,77555,A,1,73617,A,0,,,1,3938,A,1,3938,A,0,,
9104,P2,R90,CPA08_J59_60,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,77555,A,1,73617,A,0,,,1,3938,A,1,3938,A,0,,
9105,P2,R90,CPA08_J61,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,64609,A,1,60333,A,0,,,1,4276,A,1,4276,A,0,,
9106,P2,R90,CPA08_J62,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,42471,A,1,41906,A,0,,,1,565,A,1,565,A,0,,
9107,P2,R90,CPA08_J62_63,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,179568,A,1,178212,A,0,,,1,1356,A,1,1356,A,0,,
9108,P2,R90,CPA08_J63,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,137097,A,1,136306,A,0,,,1,791,A,1,791,A,0,,
9109,P2,R90,CPA08_K,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,493423,A,1,490016,A,0,,,1,3407,A,1,3432,A,1,25,A
9110,P2,R90,CPA08_K64,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,310487,A,1,310510,A,0,,,1,-24,A,1,2,A,1,25,A
9111,P2,R90,CPA08_K65,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,72208,A,1,68777,A,0,,,1,3431,A,1,3431,A,0,,
9112,P2,R90,CPA08_K66,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,110729,A,1,110729,A,0,,,0,,,0,,,0,,
9113,P2,R90,CPA08_L,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,1570742,A,1,1571387,A,0,,,1,-644,A,1,110,A,1,754,A
9114,P2,R90,CPA08_L68B,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,1570742,A,1,1571387,A,0,,,1,-644,A,1,110,A,1,754,A
9115,P2,R90,CPA08_M,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,1734569,A,1,1713622,A,0,,,1,20947,A,1,20947,A,0,,
9116,P2,R90,CPA08_M69,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,591047,A,1,574859,A,0,,,1,16188,A,1,16188,A,0,,
9117,P2,R90,CPA08_M69_70,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,1238359,A,1,1219865,A,0,,,1,18494,A,1,18494,A,0,,
9118,P2,R90,CPA08_M70,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,647312,A,1,645006,A,0,,,1,2306,A,1,2306,A,0,,
9119,P2,R90,CPA08_M71,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,10238,A,1,10176,A,0,,,1,62,A,1,62,A,0,,
9120,P2,R90,CPA08_M72,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,19,A,1,19,A,0,,,0,,,0,,,0,,
9121,P2,R90,CPA08_M73,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,364344,A,1,362357,A,0,,,1,1987,A,1,1987,A,0,,
9122,P2,R90,CPA08_M74,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,121609,A,1,121205,A,0,,,1,404,A,1,404,A,0,,
9123,P2,R90,CPA08_M74_75,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,121609,A,1,121205,A,0,,,1,404,A,1,404,A,0,,
9124,P2,R90,CPA08_N,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,916999,A,1,901134,A,0,,,1,15866,A,1,15866,A,0,,
9125,P2,R90,CPA08_N77,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,389419,A,1,376675,A,0,,,1,12744,A,1,12744,A,0,,
9126,P2,R90,CPA08_N78,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,152242,A,1,151889,A,0,,,1,353,A,1,353,A,0,,
9127,P2,R90,CPA08_N79,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,117000,A,1,116555,A,0,,,1,446,A,1,446,A,0,,
9128,P2,R90,CPA08_N80,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,15365,A,1,15159,A,0,,,1,206,A,1,206,A,0,,
9129,P2,R90,CPA08_N80T82,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,258338,A,1,256015,A,0,,,1,2323,A,1,2323,A,0,,
9130,P2,R90,CPA08_N81,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,54298,A,1,53598,A,0,,,1,700,A,1,700,A,0,,
9131,P2,R90,CPA08_N82,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,188675,A,1,187257,A,0,,,1,1418,A,1,1418,A,0,,
9132,P2,R90,CPA08_P,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,593426,A,1,589141,A,0,,,1,4285,A,1,4285,A,0,,
9133,P2,R90,CPA08_Q,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,15502,A,1,15476,A,0,,,1,26,A,1,26,A,0,,
9134,P2,R90,CPA08_Q86,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,15502,A,1,15476,A,0,,,1,26,A,1,26,A,0,,
9135,P2,R90,CPA08_R,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,2735265,A,1,2646664,A,0,,,1,88601,A,1,88601,A,0,,
9136,P2,R90,CPA08_R90,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,994181,A,1,976277,A,0,,,1,17903,A,1,17903,A,0,,
9137,P2,R90,CPA08_R90T92,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,994181,A,1,976277,A,0,,,1,17903,A,1,17903,A,0,,
9138,P2,R90,CPA08_R93,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,1741084,A,1,1670387,A,0,,,1,70698,A,1,70698,A,0,,
9139,P2,R90,CPA08_S,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,78915,A,1,76170,A,0,,,1,2745,A,1,2745,A,0,,
9140,P2,R90,CPA08_S94,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,22325,A,1,22325,A,0,,,0,,,0,,,0,,
9141,P2,R90,CPA08_S95,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,24716,A,1,23531,A,0,,,1,1185,A,1,1185,A,0,,
9142,P2,R90,CPA08_S96,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,31875,A,1,30314,A,0,,,1,1561,A,1,1561,A,0,,
9143,P2,R90,_T,D,S1,D,industry_intermediate_use,leaf,leaf,published_total,XDC,6,USD,2,A,1,9551004,A,1,9377803,A,1,0,A,1,173200,A,1,174042,A,1,842,A
9144,P2,R90,_X,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,30728,A,1,29873,A,1,849,A,1,6,A,1,6,A,0,,
9145,P2,R90T92,CPA08_A,D,S1,D,industry_intermediate_use,leaf,aggregate,aggregate,XDC,6,USD,2,A,1,8312,A,1,6498,A,1,1685,A,1,129,A,1,129,A,0,,
9146,P2,R90T92,CPA08_A01,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,5183,A,1,4110,A,1,1059,A,1,15,A,1,15,A,0,,
9147,P2,R90T92,CPA08_A03,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,3128,A,1,2389,A,1,626,A,1,114,A,1,114,A,0,,
9148,P2,R90T92,CPA08_B,D,S1,D,industry_intermediate_use,leaf,aggregate,aggregate,XDC,6,USD,2,A,1,57291,A,1,45628,A,1,8985,A,1,2677,A,1,2677,A,0,,
9149,P2,R90T92,CPA08_B05,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,590,A,1,360,A,1,210,A,1,20,A,1,20,A,0,,
9150,P2,R90T92,CPA08_B06,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,3695,A,1,3207,A,1,299,A,1,189,A,1,189,A,0,,
9151,P2,R90T92,CPA08_B07,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,53006,A,1,42061,A,1,8476,A,1,2469,A,1,2469,A,0,,
9152,P2,R90T92,CPA08_C,D,S1,D,industry_intermediate_use,leaf,aggregate,aggregate,XDC,6,USD,2,A,1,675708,A,1,477950,A,1,170056,A,1,27702,A,1,27737,A,1,35,A
9153,P2,R90T92,CPA08_C10,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,84717,A,1,68644,A,1,15279,A,1,793,A,1,793,A,0,,
9154,P2,R90T92,CPA08_C10T12,D,S1,D,industry_intermediate_use,leaf,aggregate,aggregate,XDC,6,USD,2,A,1,111678,A,1,84522,A,1,24825,A,1,2331,A,1,2331,A,0,,
9155,P2,R90T92,CPA08_C11,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,26961,A,1,15877,A,1,9546,A,1,1538,A,1,1538,A,0,,
9156,P2,R90T92,CPA08_C13,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,1660,A,1,1053,A,1,580,A,1,27,A,1,27,A,0,,
9157,P2,R90T92,CPA08_C13T15,D,S1,D,industry_intermediate_use,leaf,aggregate,aggregate,XDC,6,USD,2,A,1,2437,A,1,1592,A,1,809,A,1,36,A,1,36,A,0,,
9158,P2,R90T92,CPA08_C14,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,777,A,1,539,A,1,229,A,1,9,A,1,9,A,0,,
9159,P2,R90T92,CPA08_C16,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,3805,A,1,3065,A,1,683,A,1,58,A,1,58,A,0,,
9160,P2,R90T92,CPA08_C17,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,21606,A,1,17026,A,1,4398,A,1,181,A,1,181,A,0,,
9161,P2,R90T92,CPA08_C18,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,111529,A,1,91071,A,1,19818,A,1,640,A,1,640,A,0,,
9162,P2,R90T92,CPA08_C19,D,S1,D,industry_intermediate_use,leaf,aggregate,leaf,XDC,6,USD,2,A,1,65869,A,1,48023,A,1,8078,A,1,9768,A,1,9768,A,0,,
