cell_index,transaction,activity,product,counterpart_area,sector,accounting_entry,recipient_type,transaction_axis_role,activity_axis_role,product_axis_role,unit_measure,unit_mult,currency,decimals,obs_status,purchasers_present,purchasers_value_hundredths_million_usd,purchasers_obs_status,basic_present,basic_value_hundredths_million_usd,basic_obs_status,combined_margin_present,combined_margin_value_hundredths_million_usd,combined_margin_obs_status,net_product_tax_present,net_product_tax_value_hundredths_million_usd,net_product_tax_obs_status,gross_product_tax_present,gross_product_tax_value_hundredths_million_usd,gross_product_tax_obs_status,subsidy_magnitude_present,subsidy_magnitude_value_hundredths_million_usd,subsidy_magnitude_obs_status
4803,P2,H52,CPA08_C27,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,26823,A,1,21028,A,1,5264,A,1,531,A,1,531,A,0,,
4804,P2,H52,CPA08_C28,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,561043,A,1,447809,A,1,105246,A,1,7988,A,1,7988,A,0,,
4805,P2,H52,CPA08_C29,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,192512,A,1,151019,A,1,37098,A,1,4395,A,1,4395,A,0,,
4806,P2,H52,CPA08_C30,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,87896,A,1,78399,A,1,9090,A,1,407,A,1,407,A,0,,
4807,P2,H52,CPA08_C31,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,0,A,1,0,A,1,0,A,1,0,A,1,0,A,0,,
4808,P2,H52,CPA08_C31_32,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,20288,A,1,13953,A,1,5973,A,1,362,A,1,362,A,0,,
4809,P2,H52,CPA08_C32,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,20288,A,1,13953,A,1,5973,A,1,362,A,1,362,A,0,,
4810,P2,H52,CPA08_C33,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,56580,A,1,55410,A,0,,,1,1169,A,1,1169,A,0,,
4811,P2,H52,CPA08_D,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,394797,A,1,369069,A,0,,,1,25728,A,1,25728,A,0,,
4812,P2,H52,CPA08_E,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,67318,A,1,66268,A,0,,,1,1050,A,1,1050,A,0,,
4813,P2,H52,CPA08_E36,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,7807,A,1,7694,A,0,,,1,113,A,1,113,A,0,,
4814,P2,H52,CPA08_E37,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,23754,A,1,23666,A,0,,,1,88,A,1,88,A,0,,
4815,P2,H52,CPA08_E37T39,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,59511,A,1,58573,A,0,,,1,938,A,1,938,A,0,,
4816,P2,H52,CPA08_E38,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,27836,A,1,27230,A,0,,,1,605,A,1,605,A,0,,
4817,P2,H52,CPA08_E39,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,7921,A,1,7677,A,0,,,1,245,A,1,245,A,0,,
4818,P2,H52,CPA08_F,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,172758,A,1,172227,A,0,,,1,531,A,1,531,A,0,,
4819,P2,H52,CPA08_F41,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,117947,A,1,117490,A,0,,,1,457,A,1,457,A,0,,
4820,P2,H52,CPA08_F42,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,54810,A,1,54737,A,0,,,1,74,A,1,74,A,0,,
4821,P2,H52,CPA08_G,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,79392,A,1,382904,A,1,-307134,A,1,3622,A,1,3622,A,0,,
4822,P2,H52,CPA08_G45,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,79392,A,1,110046,A,1,-34276,A,1,3622,A,1,3622,A,0,,
4823,P2,H52,CPA08_G46,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,0,,,1,246495,A,1,-246495,A,0,,,0,,,0,,
4824,P2,H52,CPA08_G47,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,0,,,1,26364,A,1,-26364,A,0,,,0,,,0,,
4825,P2,H52,CPA08_H,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,4924823,A,1,4961521,A,1,-68634,A,1,31936,A,1,33490,A,1,1554,A
4826,P2,H52,CPA08_H49,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,702167,A,1,759841,A,1,-64019,A,1,6345,A,1,7646,A,1,1301,A
4827,P2,H52,CPA08_H50,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,0,A,1,3112,A,1,-3111,A,1,0,A,0,,,1,0,A
4828,P2,H52,CPA08_H51,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,200205,A,1,182608,A,1,-1503,A,1,19100,A,1,19353,A,1,253,A
4829,P2,H52,CPA08_H52,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,3753568,A,1,3747575,A,0,,,1,5993,A,1,5993,A,0,,
4830,P2,H52,CPA08_H53,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,268883,A,1,268385,A,0,,,1,498,A,1,498,A,0,,
4831,P2,H52,CPA08_I,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,133771,A,1,127596,A,0,,,1,6176,A,1,6176,A,0,,
4832,P2,H52,CPA08_I55,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,44612,A,1,40543,A,0,,,1,4069,A,1,4069,A,0,,
4833,P2,H52,CPA08_I56,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,89159,A,1,87053,A,0,,,1,2107,A,1,2107,A,0,,
4834,P2,H52,CPA08_J,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,427415,A,1,403601,A,1,10032,A,1,13782,A,1,13782,A,0,,
4835,P2,H52,CPA08_J58,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,76666,A,1,66279,A,1,10032,A,1,355,A,1,355,A,0,,
4836,P2,H52,CPA08_J59,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,2454,A,1,2454,A,0,,,0,,,0,,,0,,
4837,P2,H52,CPA08_J59_60,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,2454,A,1,2454,A,0,,,0,,,0,,,0,,
4838,P2,H52,CPA08_J61,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,148100,A,1,136348,A,0,,,1,11751,A,1,11751,A,0,,
4839,P2,H52,CPA08_J62,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,51720,A,1,51060,A,0,,,1,660,A,1,660,A,0,,
4840,P2,H52,CPA08_J62_63,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,200196,A,1,198520,A,0,,,1,1676,A,1,1676,A,0,,
4841,P2,H52,CPA08_J63,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,148476,A,1,147460,A,0,,,1,1016,A,1,1016,A,0,,
4842,P2,H52,CPA08_K,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,1204658,A,1,1187528,A,0,,,1,17130,A,1,17192,A,1,62,A
4843,P2,H52,CPA08_K64,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,497142,A,1,497194,A,0,,,1,-52,A,1,10,A,1,62,A
4844,P2,H52,CPA08_K65,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,336774,A,1,319593,A,0,,,1,17182,A,1,17182,A,0,,
4845,P2,H52,CPA08_K66,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,370741,A,1,370741,A,0,,,0,,,0,,,0,,
4846,P2,H52,CPA08_L,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,1784003,A,1,1785293,A,0,,,1,-1290,A,1,158,A,1,1448,A
4847,P2,H52,CPA08_L68B,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,1784003,A,1,1785293,A,0,,,1,-1290,A,1,158,A,1,1448,A
4848,P2,H52,CPA08_M,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,1110159,A,1,1101062,A,0,,,1,9097,A,1,9097,A,0,,
4849,P2,H52,CPA08_M69,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,232268,A,1,227323,A,0,,,1,4945,A,1,4945,A,0,,
4850,P2,H52,CPA08_M69_70,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,748337,A,1,741836,A,0,,,1,6501,A,1,6501,A,0,,
4851,P2,H52,CPA08_M70,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,516069,A,1,514513,A,0,,,1,1556,A,1,1556,A,0,,
4852,P2,H52,CPA08_M71,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,66351,A,1,65984,A,0,,,1,367,A,1,367,A,0,,
4853,P2,H52,CPA08_M72,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,10206,A,1,10176,A,0,,,1,31,A,1,31,A,0,,
4854,P2,H52,CPA08_M73,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,176586,A,1,175484,A,0,,,1,1102,A,1,1102,A,0,,
4855,P2,H52,CPA08_M74,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,108678,A,1,107583,A,0,,,1,1095,A,1,1095,A,0,,
4856,P2,H52,CPA08_M74_75,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,108678,A,1,107583,A,0,,,1,1095,A,1,1095,A,0,,
4857,P2,H52,CPA08_N,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,1693670,A,1,1659444,A,0,,,1,34226,A,1,34226,A,0,,
4858,P2,H52,CPA08_N77,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,312195,A,1,288900,A,0,,,1,23295,A,1,23295,A,0,,
4859,P2,H52,CPA08_N78,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,637892,A,1,636271,A,0,,,1,1621,A,1,1621,A,0,,
4860,P2,H52,CPA08_N79,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,10498,A,1,10459,A,0,,,1,39,A,1,39,A,0,,
4861,P2,H52,CPA08_N80,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,369864,A,1,364637,A,0,,,1,5227,A,1,5227,A,0,,
4862,P2,H52,CPA08_N80T82,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,733084,A,1,723814,A,0,,,1,9271,A,1,9271,A,0,,
4863,P2,H52,CPA08_N81,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,150513,A,1,148459,A,0,,,1,2054,A,1,2054,A,0,,
4864,P2,H52,CPA08_N82,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,212707,A,1,210718,A,0,,,1,1990,A,1,1990,A,0,,
4865,P2,H52,CPA08_R,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,41868,A,1,40716,A,0,,,1,1152,A,1,1152,A,0,,
4866,P2,H52,CPA08_R90,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,4563,A,1,4471,A,0,,,1,92,A,1,92,A,0,,
