check_id,seasonal_adjustment_code,m3_series_code,reference_period,total_series_id,materials_series_id,work_in_process_series_id,finished_goods_series_id,total_millions,materials_millions,work_in_process_millions,finished_goods_millions,residual_millions,status
U33S_2008-12,U,33S,2008-12,U33STI,U33SMI,U33SWI,U33SFI,55100,21338,14359,19403,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2009-01,U,33S,2009-01,U33STI,U33SMI,U33SWI,U33SFI,57644,22623,14988,20033,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2009-02,U,33S,2009-02,U33STI,U33SMI,U33SWI,U33SFI,57596,22262,15089,20245,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2009-03,U,33S,2009-03,U33STI,U33SMI,U33SWI,U33SFI,55770,21570,14621,19579,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2009-04,U,33S,2009-04,U33STI,U33SMI,U33SWI,U33SFI,55097,21267,14469,19361,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2009-05,U,33S,2009-05,U33STI,U33SMI,U33SWI,U33SFI,54241,20772,14624,18845,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2009-06,U,33S,2009-06,U33STI,U33SMI,U33SWI,U33SFI,52503,19908,14268,18327,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2009-07,U,33S,2009-07,U33STI,U33SMI,U33SWI,U33SFI,51605,19746,13968,17891,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2009-08,U,33S,2009-08,U33STI,U33SMI,U33SWI,U33SFI,51493,19449,14225,17819,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2009-09,U,33S,2009-09,U33STI,U33SMI,U33SWI,U33SFI,50364,19152,13910,17302,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2009-10,U,33S,2009-10,U33STI,U33SMI,U33SWI,U33SFI,50462,19019,14140,17303,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2009-11,U,33S,2009-11,U33STI,U33SMI,U33SWI,U33SFI,51009,18958,14317,17734,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2009-12,U,33S,2009-12,U33STI,U33SMI,U33SWI,U33SFI,48977,18082,13543,17352,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2010-01,U,33S,2010-01,U33STI,U33SMI,U33SWI,U33SFI,50227,18394,14079,17754,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2010-02,U,33S,2010-02,U33STI,U33SMI,U33SWI,U33SFI,50695,18291,14480,17924,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2010-03,U,33S,2010-03,U33STI,U33SMI,U33SWI,U33SFI,50132,18234,14248,17650,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2010-04,U,33S,2010-04,U33STI,U33SMI,U33SWI,U33SFI,50338,18376,14345,17617,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2010-05,U,33S,2010-05,U33STI,U33SMI,U33SWI,U33SFI,50792,18654,14374,17764,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2010-06,U,33S,2010-06,U33STI,U33SMI,U33SWI,U33SFI,50374,18591,14148,17635,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2010-07,U,33S,2010-07,U33STI,U33SMI,U33SWI,U33SFI,51540,18989,14708,17843,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2010-08,U,33S,2010-08,U33STI,U33SMI,U33SWI,U33SFI,52299,19245,15185,17869,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2010-09,U,33S,2010-09,U33STI,U33SMI,U33SWI,U33SFI,51850,19066,15140,17644,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2010-10,U,33S,2010-10,U33STI,U33SMI,U33SWI,U33SFI,53040,19580,15564,17896,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2010-11,U,33S,2010-11,U33STI,U33SMI,U33SWI,U33SFI,54320,19940,15873,18507,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2010-12,U,33S,2010-12,U33STI,U33SMI,U33SWI,U33SFI,52202,19503,14873,17826,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2011-01,U,33S,2011-01,U33STI,U33SMI,U33SWI,U33SFI,55058,20713,15656,18689,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2011-02,U,33S,2011-02,U33STI,U33SMI,U33SWI,U33SFI,56571,20853,16276,19442,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2011-03,U,33S,2011-03,U33STI,U33SMI,U33SWI,U33SFI,56886,21057,16275,19554,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2011-04,U,33S,2011-04,U33STI,U33SMI,U33SWI,U33SFI,57820,21525,16537,19758,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2011-05,U,33S,2011-05,U33STI,U33SMI,U33SWI,U33SFI,59139,21863,17387,19889,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2011-06,U,33S,2011-06,U33STI,U33SMI,U33SWI,U33SFI,58180,22031,16724,19425,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2011-07,U,33S,2011-07,U33STI,U33SMI,U33SWI,U33SFI,59644,22711,17201,19732,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2011-08,U,33S,2011-08,U33STI,U33SMI,U33SWI,U33SFI,60714,22936,17218,20560,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2011-09,U,33S,2011-09,U33STI,U33SMI,U33SWI,U33SFI,59646,22902,16782,19962,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2011-10,U,33S,2011-10,U33STI,U33SMI,U33SWI,U33SFI,61051,23053,17701,20297,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2011-11,U,33S,2011-11,U33STI,U33SMI,U33SWI,U33SFI,62201,23278,18164,20759,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2011-12,U,33S,2011-12,U33STI,U33SMI,U33SWI,U33SFI,59153,22592,16755,19806,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2012-01,U,33S,2012-01,U33STI,U33SMI,U33SWI,U33SFI,62680,23669,18088,20923,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2012-02,U,33S,2012-02,U33STI,U33SMI,U33SWI,U33SFI,64411,24010,18365,22036,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2012-03,U,33S,2012-03,U33STI,U33SMI,U33SWI,U33SFI,63763,24028,17990,21745,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2012-04,U,33S,2012-04,U33STI,U33SMI,U33SWI,U33SFI,65075,24551,18531,21993,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2012-05,U,33S,2012-05,U33STI,U33SMI,U33SWI,U33SFI,65680,24867,18614,22199,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2012-06,U,33S,2012-06,U33STI,U33SMI,U33SWI,U33SFI,64408,24699,18021,21688,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2012-07,U,33S,2012-07,U33STI,U33SMI,U33SWI,U33SFI,65679,25580,18434,21665,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2012-08,U,33S,2012-08,U33STI,U33SMI,U33SWI,U33SFI,66350,25654,18535,22161,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2012-09,U,33S,2012-09,U33STI,U33SMI,U33SWI,U33SFI,65243,25412,18025,21806,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2012-10,U,33S,2012-10,U33STI,U33SMI,U33SWI,U33SFI,65412,25303,18430,21679,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2012-11,U,33S,2012-11,U33STI,U33SMI,U33SWI,U33SFI,65587,24970,18784,21833,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2012-12,U,33S,2012-12,U33STI,U33SMI,U33SWI,U33SFI,62103,23997,17445,20661,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2013-01,U,33S,2013-01,U33STI,U33SMI,U33SWI,U33SFI,63979,24410,18002,21567,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2013-02,U,33S,2013-02,U33STI,U33SMI,U33SWI,U33SFI,64928,24663,18371,21894,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2013-03,U,33S,2013-03,U33STI,U33SMI,U33SWI,U33SFI,64244,24407,17944,21893,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2013-04,U,33S,2013-04,U33STI,U33SMI,U33SWI,U33SFI,65074,24779,18226,22069,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2013-05,U,33S,2013-05,U33STI,U33SMI,U33SWI,U33SFI,65165,24719,18348,22098,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2013-06,U,33S,2013-06,U33STI,U33SMI,U33SWI,U33SFI,62987,23963,17591,21433,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2013-07,U,33S,2013-07,U33STI,U33SMI,U33SWI,U33SFI,64187,24567,18221,21399,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2013-08,U,33S,2013-08,U33STI,U33SMI,U33SWI,U33SFI,64644,24360,18703,21581,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2013-09,U,33S,2013-09,U33STI,U33SMI,U33SWI,U33SFI,64145,24236,18410,21499,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2013-10,U,33S,2013-10,U33STI,U33SMI,U33SWI,U33SFI,64724,24432,18817,21475,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2013-11,U,33S,2013-11,U33STI,U33SMI,U33SWI,U33SFI,64781,23873,18964,21944,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2013-12,U,33S,2013-12,U33STI,U33SMI,U33SWI,U33SFI,62052,23860,17186,21006,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2014-01,U,33S,2014-01,U33STI,U33SMI,U33SWI,U33SFI,64219,24481,18397,21341,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2014-02,U,33S,2014-02,U33STI,U33SMI,U33SWI,U33SFI,66398,25164,18890,22344,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2014-03,U,33S,2014-03,U33STI,U33SMI,U33SWI,U33SFI,65823,25088,18500,22235,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2014-04,U,33S,2014-04,U33STI,U33SMI,U33SWI,U33SFI,67247,25537,18885,22825,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2014-05,U,33S,2014-05,U33STI,U33SMI,U33SWI,U33SFI,68366,26111,19292,22963,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2014-06,U,33S,2014-06,U33STI,U33SMI,U33SWI,U33SFI,67485,25616,19608,22261,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2014-07,U,33S,2014-07,U33STI,U33SMI,U33SWI,U33SFI,68982,26491,19396,23095,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2014-08,U,33S,2014-08,U33STI,U33SMI,U33SWI,U33SFI,69767,26725,19792,23250,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2014-09,U,33S,2014-09,U33STI,U33SMI,U33SWI,U33SFI,69493,26401,19897,23195,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2014-10,U,33S,2014-10,U33STI,U33SMI,U33SWI,U33SFI,68819,25865,20130,22824,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2014-11,U,33S,2014-11,U33STI,U33SMI,U33SWI,U33SFI,69385,25941,20333,23111,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2014-12,U,33S,2014-12,U33STI,U33SMI,U33SWI,U33SFI,66156,25152,18559,22445,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2015-01,U,33S,2015-01,U33STI,U33SMI,U33SWI,U33SFI,68974,26169,19304,23501,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2015-02,U,33S,2015-02,U33STI,U33SMI,U33SWI,U33SFI,69292,26482,19294,23516,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2015-03,U,33S,2015-03,U33STI,U33SMI,U33SWI,U33SFI,68580,26329,18981,23270,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2015-04,U,33S,2015-04,U33STI,U33SMI,U33SWI,U33SFI,69341,26635,19013,23693,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2015-05,U,33S,2015-05,U33STI,U33SMI,U33SWI,U33SFI,69681,26745,19111,23825,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2015-06,U,33S,2015-06,U33STI,U33SMI,U33SWI,U33SFI,67740,26273,18420,23047,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2015-07,U,33S,2015-07,U33STI,U33SMI,U33SWI,U33SFI,69081,26532,18831,23718,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2015-08,U,33S,2015-08,U33STI,U33SMI,U33SWI,U33SFI,68954,26102,19422,23430,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2015-09,U,33S,2015-09,U33STI,U33SMI,U33SWI,U33SFI,67624,25625,18793,23206,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2015-10,U,33S,2015-10,U33STI,U33SMI,U33SWI,U33SFI,67116,25529,18721,22866,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2015-11,U,33S,2015-11,U33STI,U33SMI,U33SWI,U33SFI,67594,25227,19246,23121,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2015-12,U,33S,2015-12,U33STI,U33SMI,U33SWI,U33SFI,64681,24506,17665,22510,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2016-01,U,33S,2016-01,U33STI,U33SMI,U33SWI,U33SFI,65885,24665,18880,22340,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2016-02,U,33S,2016-02,U33STI,U33SMI,U33SWI,U33SFI,66372,24854,18581,22937,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2016-03,U,33S,2016-03,U33STI,U33SMI,U33SWI,U33SFI,65253,24678,17945,22630,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2016-04,U,33S,2016-04,U33STI,U33SMI,U33SWI,U33SFI,64926,24777,17562,22587,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2016-05,U,33S,2016-05,U33STI,U33SMI,U33SWI,U33SFI,64775,24618,17705,22452,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2016-06,U,33S,2016-06,U33STI,U33SMI,U33SWI,U33SFI,63639,24274,17738,21627,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2016-07,U,33S,2016-07,U33STI,U33SMI,U33SWI,U33SFI,64048,24727,17875,21446,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2016-08,U,33S,2016-08,U33STI,U33SMI,U33SWI,U33SFI,64535,24541,17798,22196,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2016-09,U,33S,2016-09,U33STI,U33SMI,U33SWI,U33SFI,63482,24469,17245,21768,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2016-10,U,33S,2016-10,U33STI,U33SMI,U33SWI,U33SFI,63009,24136,17295,21578,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2016-11,U,33S,2016-11,U33STI,U33SMI,U33SWI,U33SFI,63926,24263,17378,22285,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2016-12,U,33S,2016-12,U33STI,U33SMI,U33SWI,U33SFI,61363,23567,16101,21695,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2017-01,U,33S,2017-01,U33STI,U33SMI,U33SWI,U33SFI,63155,24002,16641,22512,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2017-02,U,33S,2017-02,U33STI,U33SMI,U33SWI,U33SFI,64060,23968,17215,22877,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2017-03,U,33S,2017-03,U33STI,U33SMI,U33SWI,U33SFI,63643,23878,17010,22755,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2017-04,U,33S,2017-04,U33STI,U33SMI,U33SWI,U33SFI,64393,23972,17240,23181,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2017-05,U,33S,2017-05,U33STI,U33SMI,U33SWI,U33SFI,64925,24213,17536,23176,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2017-06,U,33S,2017-06,U33STI,U33SMI,U33SWI,U33SFI,64043,24081,17066,22896,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2017-07,U,33S,2017-07,U33STI,U33SMI,U33SWI,U33SFI,65329,24537,17521,23271,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2017-08,U,33S,2017-08,U33STI,U33SMI,U33SWI,U33SFI,66157,24739,18079,23339,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2017-09,U,33S,2017-09,U33STI,U33SMI,U33SWI,U33SFI,65713,24658,17778,23277,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2017-10,U,33S,2017-10,U33STI,U33SMI,U33SWI,U33SFI,65916,24629,18006,23281,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2017-11,U,33S,2017-11,U33STI,U33SMI,U33SWI,U33SFI,66421,24579,18671,23171,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2017-12,U,33S,2017-12,U33STI,U33SMI,U33SWI,U33SFI,63917,24406,17241,22270,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2018-01,U,33S,2018-01,U33STI,U33SMI,U33SWI,U33SFI,65804,24909,18070,22825,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2018-02,U,33S,2018-02,U33STI,U33SMI,U33SWI,U33SFI,67258,25254,18658,23346,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2018-03,U,33S,2018-03,U33STI,U33SMI,U33SWI,U33SFI,67126,25299,18599,23228,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2018-04,U,33S,2018-04,U33STI,U33SMI,U33SWI,U33SFI,68175,25642,18948,23585,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2018-05,U,33S,2018-05,U33STI,U33SMI,U33SWI,U33SFI,68348,25890,19220,23238,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2018-06,U,33S,2018-06,U33STI,U33SMI,U33SWI,U33SFI,68215,25968,19036,23211,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2018-07,U,33S,2018-07,U33STI,U33SMI,U33SWI,U33SFI,69306,26501,19485,23320,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2018-08,U,33S,2018-08,U33STI,U33SMI,U33SWI,U33SFI,70126,26792,19827,23507,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2018-09,U,33S,2018-09,U33STI,U33SMI,U33SWI,U33SFI,70307,27093,19422,23792,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2018-10,U,33S,2018-10,U33STI,U33SMI,U33SWI,U33SFI,70509,27401,19320,23788,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2018-11,U,33S,2018-11,U33STI,U33SMI,U33SWI,U33SFI,71731,27554,19825,24352,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2018-12,U,33S,2018-12,U33STI,U33SMI,U33SWI,U33SFI,69316,27027,18325,23964,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2019-01,U,33S,2019-01,U33STI,U33SMI,U33SWI,U33SFI,71651,27852,19050,24749,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2019-02,U,33S,2019-02,U33STI,U33SMI,U33SWI,U33SFI,72548,27833,19404,25311,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2019-03,U,33S,2019-03,U33STI,U33SMI,U33SWI,U33SFI,72967,28171,19171,25625,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2019-04,U,33S,2019-04,U33STI,U33SMI,U33SWI,U33SFI,73400,28159,19530,25711,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2019-05,U,33S,2019-05,U33STI,U33SMI,U33SWI,U33SFI,73668,28336,19551,25781,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2019-06,U,33S,2019-06,U33STI,U33SMI,U33SWI,U33SFI,72911,28071,19305,25535,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2019-07,U,33S,2019-07,U33STI,U33SMI,U33SWI,U33SFI,74029,28657,19332,26040,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2019-08,U,33S,2019-08,U33STI,U33SMI,U33SWI,U33SFI,74381,28687,19803,25891,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2019-09,U,33S,2019-09,U33STI,U33SMI,U33SWI,U33SFI,73902,28654,19541,25707,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2019-10,U,33S,2019-10,U33STI,U33SMI,U33SWI,U33SFI,73623,28560,19285,25778,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2019-11,U,33S,2019-11,U33STI,U33SMI,U33SWI,U33SFI,73705,28320,19456,25929,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2019-12,U,33S,2019-12,U33STI,U33SMI,U33SWI,U33SFI,70700,27666,18042,24992,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2020-01,U,33S,2020-01,U33STI,U33SMI,U33SWI,U33SFI,71922,28188,18458,25276,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2020-02,U,33S,2020-02,U33STI,U33SMI,U33SWI,U33SFI,72685,27828,19040,25817,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2020-03,U,33S,2020-03,U33STI,U33SMI,U33SWI,U33SFI,73077,28118,19275,25684,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2020-04,U,33S,2020-04,U33STI,U33SMI,U33SWI,U33SFI,73029,29040,18440,25549,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2020-05,U,33S,2020-05,U33STI,U33SMI,U33SWI,U33SFI,72826,28896,18707,25223,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2020-06,U,33S,2020-06,U33STI,U33SMI,U33SWI,U33SFI,71467,28394,18524,24549,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2020-07,U,33S,2020-07,U33STI,U33SMI,U33SWI,U33SFI,70984,28370,18210,24404,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2020-08,U,33S,2020-08,U33STI,U33SMI,U33SWI,U33SFI,70665,28222,18338,24105,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2020-09,U,33S,2020-09,U33STI,U33SMI,U33SWI,U33SFI,70286,28041,18329,23916,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2020-10,U,33S,2020-10,U33STI,U33SMI,U33SWI,U33SFI,69654,27842,17849,23963,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2020-11,U,33S,2020-11,U33STI,U33SMI,U33SWI,U33SFI,70881,27725,18215,24941,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2020-12,U,33S,2020-12,U33STI,U33SMI,U33SWI,U33SFI,68800,27504,17408,23888,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2021-01,U,33S,2021-01,U33STI,U33SMI,U33SWI,U33SFI,70354,28296,17839,24219,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2021-02,U,33S,2021-02,U33STI,U33SMI,U33SWI,U33SFI,72306,28936,18361,25009,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2021-03,U,33S,2021-03,U33STI,U33SMI,U33SWI,U33SFI,72767,29729,18395,24643,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2021-04,U,33S,2021-04,U33STI,U33SMI,U33SWI,U33SFI,73150,30269,18313,24568,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2021-05,U,33S,2021-05,U33STI,U33SMI,U33SWI,U33SFI,74319,30791,18987,24541,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2021-06,U,33S,2021-06,U33STI,U33SMI,U33SWI,U33SFI,74672,31488,19319,23865,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2021-07,U,33S,2021-07,U33STI,U33SMI,U33SWI,U33SFI,75024,32319,18935,23770,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2021-08,U,33S,2021-08,U33STI,U33SMI,U33SWI,U33SFI,76702,32962,19589,24151,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2021-09,U,33S,2021-09,U33STI,U33SMI,U33SWI,U33SFI,77879,33709,19952,24218,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2021-10,U,33S,2021-10,U33STI,U33SMI,U33SWI,U33SFI,78655,35178,19125,24352,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2021-11,U,33S,2021-11,U33STI,U33SMI,U33SWI,U33SFI,81161,36541,19787,24833,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2021-12,U,33S,2021-12,U33STI,U33SMI,U33SWI,U33SFI,80005,36077,19665,24263,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2022-01,U,33S,2022-01,U33STI,U33SMI,U33SWI,U33SFI,82232,36789,20809,24634,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2022-02,U,33S,2022-02,U33STI,U33SMI,U33SWI,U33SFI,85531,37941,21972,25618,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2022-03,U,33S,2022-03,U33STI,U33SMI,U33SWI,U33SFI,87545,38962,22414,26169,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2022-04,U,33S,2022-04,U33STI,U33SMI,U33SWI,U33SFI,88457,40011,22011,26435,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2022-05,U,33S,2022-05,U33STI,U33SMI,U33SWI,U33SFI,90261,40973,22778,26510,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2022-06,U,33S,2022-06,U33STI,U33SMI,U33SWI,U33SFI,90724,41426,22798,26500,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2022-07,U,33S,2022-07,U33STI,U33SMI,U33SWI,U33SFI,91667,42506,22176,26985,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2022-08,U,33S,2022-08,U33STI,U33SMI,U33SWI,U33SFI,92987,42542,23005,27440,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2022-09,U,33S,2022-09,U33STI,U33SMI,U33SWI,U33SFI,94166,43216,23242,27708,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2022-10,U,33S,2022-10,U33STI,U33SMI,U33SWI,U33SFI,95594,44255,22701,28638,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2022-11,U,33S,2022-11,U33STI,U33SMI,U33SWI,U33SFI,97693,44822,23613,29258,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2022-12,U,33S,2022-12,U33STI,U33SMI,U33SWI,U33SFI,96365,44772,22909,28684,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2023-01,U,33S,2023-01,U33STI,U33SMI,U33SWI,U33SFI,98401,45692,23050,29659,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2023-02,U,33S,2023-02,U33STI,U33SMI,U33SWI,U33SFI,100209,45643,23872,30694,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2023-03,U,33S,2023-03,U33STI,U33SMI,U33SWI,U33SFI,100753,45791,24467,30495,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2023-04,U,33S,2023-04,U33STI,U33SMI,U33SWI,U33SFI,100348,46352,23515,30481,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2023-05,U,33S,2023-05,U33STI,U33SMI,U33SWI,U33SFI,101384,46281,24194,30909,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2023-06,U,33S,2023-06,U33STI,U33SMI,U33SWI,U33SFI,101106,45736,24139,31231,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2023-07,U,33S,2023-07,U33STI,U33SMI,U33SWI,U33SFI,100456,46632,23145,30679,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2023-08,U,33S,2023-08,U33STI,U33SMI,U33SWI,U33SFI,100624,46285,23516,30823,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2023-09,U,33S,2023-09,U33STI,U33SMI,U33SWI,U33SFI,100535,45944,23758,30833,0,PASS_EXACT_SOURCE_IDENTITY
