check_id,seasonal_adjustment_code,m3_series_code,reference_period,total_series_id,materials_series_id,work_in_process_series_id,finished_goods_series_id,total_millions,materials_millions,work_in_process_millions,finished_goods_millions,residual_millions,status
U33S_2023-10,U,33S,2023-10,U33STI,U33SMI,U33SWI,U33SFI,100342,45895,23415,31032,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2023-11,U,33S,2023-11,U33STI,U33SMI,U33SWI,U33SFI,101125,45787,23974,31364,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2023-12,U,33S,2023-12,U33STI,U33SMI,U33SWI,U33SFI,98932,44837,23342,30753,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2024-01,U,33S,2024-01,U33STI,U33SMI,U33SWI,U33SFI,100426,45541,23391,31494,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2024-02,U,33S,2024-02,U33STI,U33SMI,U33SWI,U33SFI,101744,45505,24288,31951,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2024-03,U,33S,2024-03,U33STI,U33SMI,U33SWI,U33SFI,101542,45636,24114,31792,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2024-04,U,33S,2024-04,U33STI,U33SMI,U33SWI,U33SFI,101396,45870,23837,31689,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2024-05,U,33S,2024-05,U33STI,U33SMI,U33SWI,U33SFI,101325,45624,24396,31305,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2024-06,U,33S,2024-06,U33STI,U33SMI,U33SWI,U33SFI,100266,45285,24134,30847,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2024-07,U,33S,2024-07,U33STI,U33SMI,U33SWI,U33SFI,99564,45630,23791,30143,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2024-08,U,33S,2024-08,U33STI,U33SMI,U33SWI,U33SFI,99481,45410,23974,30097,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2024-09,U,33S,2024-09,U33STI,U33SMI,U33SWI,U33SFI,99390,45544,23942,29904,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2024-10,U,33S,2024-10,U33STI,U33SMI,U33SWI,U33SFI,98979,45206,23832,29941,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2024-11,U,33S,2024-11,U33STI,U33SMI,U33SWI,U33SFI,101864,45629,25422,30813,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2024-12,U,33S,2024-12,U33STI,U33SMI,U33SWI,U33SFI,99462,44396,24699,30367,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2025-01,U,33S,2025-01,U33STI,U33SMI,U33SWI,U33SFI,100797,45442,25076,30279,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2025-02,U,33S,2025-02,U33STI,U33SMI,U33SWI,U33SFI,102289,45391,25734,31164,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2025-03,U,33S,2025-03,U33STI,U33SMI,U33SWI,U33SFI,102629,45525,25716,31388,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2025-04,U,33S,2025-04,U33STI,U33SMI,U33SWI,U33SFI,102407,45846,25674,30887,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2025-05,U,33S,2025-05,U33STI,U33SMI,U33SWI,U33SFI,102705,46053,26008,30644,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2025-06,U,33S,2025-06,U33STI,U33SMI,U33SWI,U33SFI,102495,45882,26208,30405,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2025-07,U,33S,2025-07,U33STI,U33SMI,U33SWI,U33SFI,102551,46325,25689,30537,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2025-08,U,33S,2025-08,U33STI,U33SMI,U33SWI,U33SFI,102398,46197,25648,30553,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2025-09,U,33S,2025-09,U33STI,U33SMI,U33SWI,U33SFI,102699,46374,25522,30803,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2025-10,U,33S,2025-10,U33STI,U33SMI,U33SWI,U33SFI,102609,45976,25697,30936,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2025-11,U,33S,2025-11,U33STI,U33SMI,U33SWI,U33SFI,103859,46096,26305,31458,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2025-12,U,33S,2025-12,U33STI,U33SMI,U33SWI,U33SFI,101829,45469,25696,30664,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2026-01,U,33S,2026-01,U33STI,U33SMI,U33SWI,U33SFI,103756,47037,25557,31162,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2026-02,U,33S,2026-02,U33STI,U33SMI,U33SWI,U33SFI,105196,47456,26047,31693,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2026-03,U,33S,2026-03,U33STI,U33SMI,U33SWI,U33SFI,105138,47731,25774,31633,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2026-04,U,33S,2026-04,U33STI,U33SMI,U33SWI,U33SFI,105228,48318,25574,31336,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2026-05,U,33S,2026-05,U33STI,U33SMI,U33SWI,U33SFI,105739,48488,25857,31394,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2026-06,U,33S,2026-06,U33STI,U33SMI,U33SWI,U33SFI,105329,48526,25682,31121,0,PASS_EXACT_SOURCE_IDENTITY
U33S_2026-07,U,33S,2026-07,U33STI,U33SMI,U33SWI,U33SFI,,,,,,NOT_RUN_SOURCE_MISSING
U33S_2026-08,U,33S,2026-08,U33STI,U33SMI,U33SWI,U33SFI,,,,,,NOT_RUN_SOURCE_MISSING
U33S_2026-09,U,33S,2026-09,U33STI,U33SMI,U33SWI,U33SFI,,,,,,NOT_RUN_SOURCE_MISSING
U33S_2026-10,U,33S,2026-10,U33STI,U33SMI,U33SWI,U33SFI,,,,,,NOT_RUN_SOURCE_MISSING
U33S_2026-11,U,33S,2026-11,U33STI,U33SMI,U33SWI,U33SFI,,,,,,NOT_RUN_SOURCE_MISSING
U33S_2026-12,U,33S,2026-12,U33STI,U33SMI,U33SWI,U33SFI,,,,,,NOT_RUN_SOURCE_MISSING
U34S_1992-01,U,34S,1992-01,U34STI,U34SMI,U34SWI,U34SFI,44848,12451,22956,9441,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1992-02,U,34S,1992-02,U34STI,U34SMI,U34SWI,U34SFI,45196,12468,23024,9704,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1992-03,U,34S,1992-03,U34STI,U34SMI,U34SWI,U34SFI,44594,12164,23317,9113,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1992-04,U,34S,1992-04,U34STI,U34SMI,U34SWI,U34SFI,44973,12361,23099,9513,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1992-05,U,34S,1992-05,U34STI,U34SMI,U34SWI,U34SFI,45392,12386,23223,9783,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1992-06,U,34S,1992-06,U34STI,U34SMI,U34SWI,U34SFI,44359,12497,22492,9370,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1992-07,U,34S,1992-07,U34STI,U34SMI,U34SWI,U34SFI,45128,12582,22602,9944,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1992-08,U,34S,1992-08,U34STI,U34SMI,U34SWI,U34SFI,45902,13126,22819,9957,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1992-09,U,34S,1992-09,U34STI,U34SMI,U34SWI,U34SFI,45366,13091,23185,9090,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1992-10,U,34S,1992-10,U34STI,U34SMI,U34SWI,U34SFI,44863,13037,22673,9153,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1992-11,U,34S,1992-11,U34STI,U34SMI,U34SWI,U34SFI,44542,12914,22375,9253,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1992-12,U,34S,1992-12,U34STI,U34SMI,U34SWI,U34SFI,42987,13313,20896,8778,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1993-01,U,34S,1993-01,U34STI,U34SMI,U34SWI,U34SFI,43102,13503,20678,8921,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1993-02,U,34S,1993-02,U34STI,U34SMI,U34SWI,U34SFI,43850,13511,20993,9346,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1993-03,U,34S,1993-03,U34STI,U34SMI,U34SWI,U34SFI,42724,13779,20600,8345,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1993-04,U,34S,1993-04,U34STI,U34SMI,U34SWI,U34SFI,43558,14035,20882,8641,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1993-05,U,34S,1993-05,U34STI,U34SMI,U34SWI,U34SFI,44697,14617,21320,8760,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1993-06,U,34S,1993-06,U34STI,U34SMI,U34SWI,U34SFI,43828,14457,20880,8491,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1993-07,U,34S,1993-07,U34STI,U34SMI,U34SWI,U34SFI,44957,14703,21430,8824,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1993-08,U,34S,1993-08,U34STI,U34SMI,U34SWI,U34SFI,45142,14718,21533,8891,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1993-09,U,34S,1993-09,U34STI,U34SMI,U34SWI,U34SFI,43894,14069,21377,8448,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1993-10,U,34S,1993-10,U34STI,U34SMI,U34SWI,U34SFI,44338,14035,21916,8387,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1993-11,U,34S,1993-11,U34STI,U34SMI,U34SWI,U34SFI,44123,14219,21430,8474,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1993-12,U,34S,1993-12,U34STI,U34SMI,U34SWI,U34SFI,42388,14066,19943,8379,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1994-01,U,34S,1994-01,U34STI,U34SMI,U34SWI,U34SFI,43307,14333,20255,8719,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1994-02,U,34S,1994-02,U34STI,U34SMI,U34SWI,U34SFI,44278,14556,20653,9069,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1994-03,U,34S,1994-03,U34STI,U34SMI,U34SWI,U34SFI,43924,14070,21193,8661,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1994-04,U,34S,1994-04,U34STI,U34SMI,U34SWI,U34SFI,45139,14579,21341,9219,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1994-05,U,34S,1994-05,U34STI,U34SMI,U34SWI,U34SFI,45996,14856,21280,9860,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1994-06,U,34S,1994-06,U34STI,U34SMI,U34SWI,U34SFI,45590,14842,21858,8890,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1994-07,U,34S,1994-07,U34STI,U34SMI,U34SWI,U34SFI,46857,15391,21948,9518,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1994-08,U,34S,1994-08,U34STI,U34SMI,U34SWI,U34SFI,47615,15933,22034,9648,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1994-09,U,34S,1994-09,U34STI,U34SMI,U34SWI,U34SFI,46217,15221,22235,8761,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1994-10,U,34S,1994-10,U34STI,U34SMI,U34SWI,U34SFI,46572,15449,21867,9256,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1994-11,U,34S,1994-11,U34STI,U34SMI,U34SWI,U34SFI,46898,15942,21656,9300,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1994-12,U,34S,1994-12,U34STI,U34SMI,U34SWI,U34SFI,45353,15825,20408,9120,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1995-01,U,34S,1995-01,U34STI,U34SMI,U34SWI,U34SFI,47040,15995,21626,9419,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1995-02,U,34S,1995-02,U34STI,U34SMI,U34SWI,U34SFI,48343,16497,22125,9721,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1995-03,U,34S,1995-03,U34STI,U34SMI,U34SWI,U34SFI,47076,16032,21435,9609,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1995-04,U,34S,1995-04,U34STI,U34SMI,U34SWI,U34SFI,48792,16628,21786,10378,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1995-05,U,34S,1995-05,U34STI,U34SMI,U34SWI,U34SFI,49909,17147,21849,10913,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1995-06,U,34S,1995-06,U34STI,U34SMI,U34SWI,U34SFI,49428,17028,21397,11003,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1995-07,U,34S,1995-07,U34STI,U34SMI,U34SWI,U34SFI,51199,17465,22043,11691,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1995-08,U,34S,1995-08,U34STI,U34SMI,U34SWI,U34SFI,52353,18419,21807,12127,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1995-09,U,34S,1995-09,U34STI,U34SMI,U34SWI,U34SFI,51767,18575,21518,11674,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1995-10,U,34S,1995-10,U34STI,U34SMI,U34SWI,U34SFI,53231,19423,21594,12214,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1995-11,U,34S,1995-11,U34STI,U34SMI,U34SWI,U34SFI,53077,18987,21861,12229,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1995-12,U,34S,1995-12,U34STI,U34SMI,U34SWI,U34SFI,51569,18613,21353,11603,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1996-01,U,34S,1996-01,U34STI,U34SMI,U34SWI,U34SFI,54079,19238,22434,12407,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1996-02,U,34S,1996-02,U34STI,U34SMI,U34SWI,U34SFI,54390,19608,22232,12550,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1996-03,U,34S,1996-03,U34STI,U34SMI,U34SWI,U34SFI,52599,18720,22190,11689,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1996-04,U,34S,1996-04,U34STI,U34SMI,U34SWI,U34SFI,54444,19438,22526,12480,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1996-05,U,34S,1996-05,U34STI,U34SMI,U34SWI,U34SFI,54764,19593,22594,12577,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1996-06,U,34S,1996-06,U34STI,U34SMI,U34SWI,U34SFI,52948,18909,22260,11779,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1996-07,U,34S,1996-07,U34STI,U34SMI,U34SWI,U34SFI,54167,19456,22474,12237,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1996-08,U,34S,1996-08,U34STI,U34SMI,U34SWI,U34SFI,54377,19819,22488,12070,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1996-09,U,34S,1996-09,U34STI,U34SMI,U34SWI,U34SFI,52288,19195,21741,11352,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1996-10,U,34S,1996-10,U34STI,U34SMI,U34SWI,U34SFI,52340,18344,22058,11938,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1996-11,U,34S,1996-11,U34STI,U34SMI,U34SWI,U34SFI,51910,18225,21732,11953,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1996-12,U,34S,1996-12,U34STI,U34SMI,U34SWI,U34SFI,48997,17939,20274,10784,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1997-01,U,34S,1997-01,U34STI,U34SMI,U34SWI,U34SFI,50663,17858,20889,11916,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1997-02,U,34S,1997-02,U34STI,U34SMI,U34SWI,U34SFI,51668,18079,21214,12375,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1997-03,U,34S,1997-03,U34STI,U34SMI,U34SWI,U34SFI,50328,18412,20822,11094,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1997-04,U,34S,1997-04,U34STI,U34SMI,U34SWI,U34SFI,52409,18494,21054,12861,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1997-05,U,34S,1997-05,U34STI,U34SMI,U34SWI,U34SFI,53754,19181,21184,13389,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1997-06,U,34S,1997-06,U34STI,U34SMI,U34SWI,U34SFI,52644,19293,20980,12371,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1997-07,U,34S,1997-07,U34STI,U34SMI,U34SWI,U34SFI,55277,19958,21643,13676,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1997-08,U,34S,1997-08,U34STI,U34SMI,U34SWI,U34SFI,56196,20129,21774,14293,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1997-09,U,34S,1997-09,U34STI,U34SMI,U34SWI,U34SFI,54259,20281,21265,12713,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1997-10,U,34S,1997-10,U34STI,U34SMI,U34SWI,U34SFI,54919,20367,21032,13520,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1997-11,U,34S,1997-11,U34STI,U34SMI,U34SWI,U34SFI,55520,20495,21428,13597,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1997-12,U,34S,1997-12,U34STI,U34SMI,U34SWI,U34SFI,53045,19860,20839,12346,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1998-01,U,34S,1998-01,U34STI,U34SMI,U34SWI,U34SFI,54551,20377,21210,12964,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1998-02,U,34S,1998-02,U34STI,U34SMI,U34SWI,U34SFI,55794,20408,21895,13491,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1998-03,U,34S,1998-03,U34STI,U34SMI,U34SWI,U34SFI,54433,19998,21528,12907,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1998-04,U,34S,1998-04,U34STI,U34SMI,U34SWI,U34SFI,56110,20354,22289,13467,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1998-05,U,34S,1998-05,U34STI,U34SMI,U34SWI,U34SFI,56778,20576,22313,13889,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1998-06,U,34S,1998-06,U34STI,U34SMI,U34SWI,U34SFI,54775,19949,21799,13027,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1998-07,U,34S,1998-07,U34STI,U34SMI,U34SWI,U34SFI,55296,20362,21722,13212,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1998-08,U,34S,1998-08,U34STI,U34SMI,U34SWI,U34SFI,55579,20295,22038,13246,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1998-09,U,34S,1998-09,U34STI,U34SMI,U34SWI,U34SFI,53226,19821,20894,12511,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1998-10,U,34S,1998-10,U34STI,U34SMI,U34SWI,U34SFI,53592,19660,20921,13011,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1998-11,U,34S,1998-11,U34STI,U34SMI,U34SWI,U34SFI,53359,19423,20792,13144,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1998-12,U,34S,1998-12,U34STI,U34SMI,U34SWI,U34SFI,50066,18456,19390,12220,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1999-01,U,34S,1999-01,U34STI,U34SMI,U34SWI,U34SFI,50681,18508,19853,12320,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1999-02,U,34S,1999-02,U34STI,U34SMI,U34SWI,U34SFI,52356,18825,20407,13124,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1999-03,U,34S,1999-03,U34STI,U34SMI,U34SWI,U34SFI,51978,19193,19834,12951,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1999-04,U,34S,1999-04,U34STI,U34SMI,U34SWI,U34SFI,53676,19184,20738,13754,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1999-05,U,34S,1999-05,U34STI,U34SMI,U34SWI,U34SFI,54549,19410,20917,14222,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1999-06,U,34S,1999-06,U34STI,U34SMI,U34SWI,U34SFI,53225,19614,20253,13358,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1999-07,U,34S,1999-07,U34STI,U34SMI,U34SWI,U34SFI,54232,20316,20479,13437,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1999-08,U,34S,1999-08,U34STI,U34SMI,U34SWI,U34SFI,55309,20132,20670,14507,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1999-09,U,34S,1999-09,U34STI,U34SMI,U34SWI,U34SFI,53570,20084,19956,13530,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1999-10,U,34S,1999-10,U34STI,U34SMI,U34SWI,U34SFI,53605,19574,20079,13952,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1999-11,U,34S,1999-11,U34STI,U34SMI,U34SWI,U34SFI,54347,20609,19907,13831,0,PASS_EXACT_SOURCE_IDENTITY
U34S_1999-12,U,34S,1999-12,U34STI,U34SMI,U34SWI,U34SFI,52838,21101,18736,13001,0,PASS_EXACT_SOURCE_IDENTITY
U34S_2000-01,U,34S,2000-01,U34STI,U34SMI,U34SWI,U34SFI,53855,20506,19685,13664,0,PASS_EXACT_SOURCE_IDENTITY
U34S_2000-02,U,34S,2000-02,U34STI,U34SMI,U34SWI,U34SFI,55634,21784,20191,13659,0,PASS_EXACT_SOURCE_IDENTITY
U34S_2000-03,U,34S,2000-03,U34STI,U34SMI,U34SWI,U34SFI,54402,22212,19336,12854,0,PASS_EXACT_SOURCE_IDENTITY
U34S_2000-04,U,34S,2000-04,U34STI,U34SMI,U34SWI,U34SFI,57192,22470,21237,13485,0,PASS_EXACT_SOURCE_IDENTITY
U34S_2000-05,U,34S,2000-05,U34STI,U34SMI,U34SWI,U34SFI,59294,23808,21561,13925,0,PASS_EXACT_SOURCE_IDENTITY
U34S_2000-06,U,34S,2000-06,U34STI,U34SMI,U34SWI,U34SFI,58825,24651,21311,12863,0,PASS_EXACT_SOURCE_IDENTITY
U34S_2000-07,U,34S,2000-07,U34STI,U34SMI,U34SWI,U34SFI,61165,25239,22185,13741,0,PASS_EXACT_SOURCE_IDENTITY
U34S_2000-08,U,34S,2000-08,U34STI,U34SMI,U34SWI,U34SFI,63230,26471,22638,14121,0,PASS_EXACT_SOURCE_IDENTITY
U34S_2000-09,U,34S,2000-09,U34STI,U34SMI,U34SWI,U34SFI,60529,25900,20883,13746,0,PASS_EXACT_SOURCE_IDENTITY
U34S_2000-10,U,34S,2000-10,U34STI,U34SMI,U34SWI,U34SFI,62923,25907,21833,15183,0,PASS_EXACT_SOURCE_IDENTITY
U34S_2000-11,U,34S,2000-11,U34STI,U34SMI,U34SWI,U34SFI,65363,26999,22903,15461,0,PASS_EXACT_SOURCE_IDENTITY
U34S_2000-12,U,34S,2000-12,U34STI,U34SMI,U34SWI,U34SFI,63024,26736,21853,14435,0,PASS_EXACT_SOURCE_IDENTITY
U34S_2001-01,U,34S,2001-01,U34STI,U34SMI,U34SWI,U34SFI,65754,27146,23042,15566,0,PASS_EXACT_SOURCE_IDENTITY
U34S_2001-02,U,34S,2001-02,U34STI,U34SMI,U34SWI,U34SFI,66782,26870,23656,16256,0,PASS_EXACT_SOURCE_IDENTITY
U34S_2001-03,U,34S,2001-03,U34STI,U34SMI,U34SWI,U34SFI,62656,25654,22903,14099,0,PASS_EXACT_SOURCE_IDENTITY
U34S_2001-04,U,34S,2001-04,U34STI,U34SMI,U34SWI,U34SFI,63458,24354,24111,14993,0,PASS_EXACT_SOURCE_IDENTITY
U34S_2001-05,U,34S,2001-05,U34STI,U34SMI,U34SWI,U34SFI,63595,24964,23019,15612,0,PASS_EXACT_SOURCE_IDENTITY
U34S_2001-06,U,34S,2001-06,U34STI,U34SMI,U34SWI,U34SFI,61172,23903,22396,14873,0,PASS_EXACT_SOURCE_IDENTITY
U34S_2001-07,U,34S,2001-07,U34STI,U34SMI,U34SWI,U34SFI,60895,24084,21832,14979,0,PASS_EXACT_SOURCE_IDENTITY
U34S_2001-08,U,34S,2001-08,U34STI,U34SMI,U34SWI,U34SFI,60366,23477,21878,15011,0,PASS_EXACT_SOURCE_IDENTITY
U34S_2001-09,U,34S,2001-09,U34STI,U34SMI,U34SWI,U34SFI,55750,22147,20554,13049,0,PASS_EXACT_SOURCE_IDENTITY
U34S_2001-10,U,34S,2001-10,U34STI,U34SMI,U34SWI,U34SFI,55069,21618,20137,13314,0,PASS_EXACT_SOURCE_IDENTITY
U34S_2001-11,U,34S,2001-11,U34STI,U34SMI,U34SWI,U34SFI,54436,21336,19882,13218,0,PASS_EXACT_SOURCE_IDENTITY
U34S_2001-12,U,34S,2001-12,U34STI,U34SMI,U34SWI,U34SFI,49429,20030,17690,11709,0,PASS_EXACT_SOURCE_IDENTITY
U34S_2002-01,U,34S,2002-01,U34STI,U34SMI,U34SWI,U34SFI,50970,19965,18600,12405,0,PASS_EXACT_SOURCE_IDENTITY
U34S_2002-02,U,34S,2002-02,U34STI,U34SMI,U34SWI,U34SFI,50944,19728,18819,12397,0,PASS_EXACT_SOURCE_IDENTITY
U34S_2002-03,U,34S,2002-03,U34STI,U34SMI,U34SWI,U34SFI,48625,19342,18195,11088,0,PASS_EXACT_SOURCE_IDENTITY
U34S_2002-04,U,34S,2002-04,U34STI,U34SMI,U34SWI,U34SFI,49715,19287,18556,11872,0,PASS_EXACT_SOURCE_IDENTITY
U34S_2002-05,U,34S,2002-05,U34STI,U34SMI,U34SWI,U34SFI,49829,19198,18673,11958,0,PASS_EXACT_SOURCE_IDENTITY
U34S_2002-06,U,34S,2002-06,U34STI,U34SMI,U34SWI,U34SFI,47699,18585,18106,11008,0,PASS_EXACT_SOURCE_IDENTITY
U34S_2002-07,U,34S,2002-07,U34STI,U34SMI,U34SWI,U34SFI,48715,18569,18486,11660,0,PASS_EXACT_SOURCE_IDENTITY
U34S_2002-08,U,34S,2002-08,U34STI,U34SMI,U34SWI,U34SFI,49214,18737,18540,11937,0,PASS_EXACT_SOURCE_IDENTITY
U34S_2002-09,U,34S,2002-09,U34STI,U34SMI,U34SWI,U34SFI,46970,18450,18168,10352,0,PASS_EXACT_SOURCE_IDENTITY
U34S_2002-10,U,34S,2002-10,U34STI,U34SMI,U34SWI,U34SFI,47405,18512,18011,10882,0,PASS_EXACT_SOURCE_IDENTITY
U34S_2002-11,U,34S,2002-11,U34STI,U34SMI,U34SWI,U34SFI,47678,18562,18207,10909,0,PASS_EXACT_SOURCE_IDENTITY
U34S_2002-12,U,34S,2002-12,U34STI,U34SMI,U34SWI,U34SFI,44608,17739,17086,9783,0,PASS_EXACT_SOURCE_IDENTITY
U34S_2003-01,U,34S,2003-01,U34STI,U34SMI,U34SWI,U34SFI,45132,17610,17606,9916,0,PASS_EXACT_SOURCE_IDENTITY
U34S_2003-02,U,34S,2003-02,U34STI,U34SMI,U34SWI,U34SFI,45463,17773,17714,9976,0,PASS_EXACT_SOURCE_IDENTITY
U34S_2003-03,U,34S,2003-03,U34STI,U34SMI,U34SWI,U34SFI,43208,16916,16814,9478,0,PASS_EXACT_SOURCE_IDENTITY
U34S_2003-04,U,34S,2003-04,U34STI,U34SMI,U34SWI,U34SFI,43731,16572,17596,9563,0,PASS_EXACT_SOURCE_IDENTITY
U34S_2003-05,U,34S,2003-05,U34STI,U34SMI,U34SWI,U34SFI,43748,16865,17410,9473,0,PASS_EXACT_SOURCE_IDENTITY
U34S_2003-06,U,34S,2003-06,U34STI,U34SMI,U34SWI,U34SFI,41796,16151,16588,9057,0,PASS_EXACT_SOURCE_IDENTITY
U34S_2003-07,U,34S,2003-07,U34STI,U34SMI,U34SWI,U34SFI,42359,15992,17070,9297,0,PASS_EXACT_SOURCE_IDENTITY
U34S_2003-08,U,34S,2003-08,U34STI,U34SMI,U34SWI,U34SFI,42222,15944,16971,9307,0,PASS_EXACT_SOURCE_IDENTITY
